# IdentifierType.txt
# Date: 2025-08-04, 21:58:43 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Security Mechanisms for UTS #39
# Version: 17.0.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr39
#
# Format
#
# Field 0: code point
# Field 1: set of Identifier_Type values
#          See the "Identifier_Status and Identifier_Type" table of UTS #39:
#          https://www.unicode.org/reports/tr39/#Identifier_Status_and_Type

#
# For the purpose of regular expressions, the property Identifier_Type is defined as
# mapping each code point to a set of enumerated values.
# The short name of Identifier_Type is ID_Type.
# The possible values are:
#   Not_Character, Deprecated, Default_Ignorable, Not_NFKC, Not_XID,
#   Exclusion, Obsolete, Technical, Uncommon_Use, Limited_Use, Inclusion, Recommended
# The short name of each value is the same as its long name.

# All code points not explicitly listed for Identifier_Type
# have the value Not_Character.

# @missing: 0000..10FFFF; Not_Character

# As usual, sets are unordered, with no duplicate values.


#	Identifier_Type:	Recommended

1F700..1F773  ; Not_XID                        # 6.0  [116] ALCHEMICAL SYMBOL FOR QUINTESSENCE..ALCHEMICAL SYMBOL FOR HALF OUNCE
1F774..1F776  ; Not_XID                        # 15.0   [3] LOT OF FORTUNE..LUNAR ECLIPSE
1F777..1F77A  ; Not_XID                        # 17.0   [4] VESTA FORM TWO..PARTHENOPE FORM TWO
1F77B..1F77F  ; Not_XID                        # 15.0   [5] HAUMEA..ORCUS
1F780..1F7D4  ; Not_XID                        # 7.0   [85] BLACK LEFT-POINTING ISOSCELES RIGHT TRIANGLE..HEAVY TWELVE POINTED PINWHEEL STAR
1F7D5..1F7D8  ; Not_XID                        # 11.0   [4] CIRCLED TRIANGLE..NEGATIVE CIRCLED SQUARE
1F7D9         ; Not_XID                        # 15.0       NINE POINTED WHITE STAR
1F7E0..1F7EB  ; Not_XID                        # 12.0  [12] LARGE ORANGE CIRCLE..LARGE BROWN SQUARE
1F7F0         ; Not_XID                        # 14.0       HEAVY EQUALS SIGN
1F800..1F80B  ; Not_XID                        # 7.0   [12] LEFTWARDS ARROW WITH SMALL TRIANGLE ARROWHEAD..DOWNWARDS ARROW WITH LARGE TRIANGLE ARROWHEAD
1F810..1F847  ; Not_XID                        # 7.0   [56] LEFTWARDS ARROW WITH SMALL EQUILATERAL ARROWHEAD..DOWNWARDS HEAVY ARROW
1F850..1F859  ; Not_XID                        # 7.0   [10] LEFTWARDS SANS-SERIF ARROW..UP DOWN SANS-SERIF ARROW
1F860..1F887  ; Not_XID                        # 7.0   [40] WIDE-HEADED LEFTWARDS LIGHT BARB ARROW..WIDE-HEADED SOUTH WEST VERY HEAVY BARB ARROW
1F890..1F8AD  ; Not_XID                        # 7.0   [30] LEFTWARDS TRIANGLE ARROWHEAD..WHITE ARROW SHAFT WIDTH TWO THIRDS
1F8B0..1F8B1  ; Not_XID                        # 13.0   [2] ARROW POINTING UPWARDS THEN NORTH WEST..ARROW POINTING RIGHTWARDS THEN CURVING SOUTH WEST
1F8B2..1F8BB  ; Not_XID                        # 16.0  [10] RIGHTWARDS ARROW WITH LOWER HOOK..SOUTH WEST ARROW FROM BAR
1F8C0..1F8C1  ; Not_XID                        # 16.0   [2] LEFTWARDS ARROW FROM DOWNWARDS ARROW..RIGHTWARDS ARROW FROM DOWNWARDS ARROW
1F8D0..1F8D8  ; Not_XID                        # 17.0   [9] LONG RIGHTWARDS ARROW OVER LONG LEFTWARDS ARROW..LONG LEFT RIGHT ARROW WITH DEPENDENT LOBE
1F900..1F90B  ; Not_XID                        # 10.0  [12] CIRCLED CROSS FORMEE WITH FOUR DOTS..DOWNWARD FACING NOTCHED HOOK WITH DOT
1F90C         ; Not_XID                        # 13.0       PINCHED FINGERS
1F90D..1F90F  ; Not_XID                        # 12.0   [3] WHITE HEART..PINCHING HAND
1F910..1F918  ; Not_XID                        # 8.0    [9] ZIPPER-MOUTH FACE..SIGN OF THE HORNS
1F919..1F91E  ; Not_XID                        # 9.0    [6] CALL ME HAND..HAND WITH INDEX AND MIDDLE FINGERS CROSSED
1F91F         ; Not_XID                        # 10.0       I LOVE YOU HAND SIGN
1F920..1F927  ; Not_XID                        # 9.0    [8] FACE WITH COWBOY HAT..SNEEZING FACE
1F928..1F92F  ; Not_XID                        # 10.0   [8] FACE WITH ONE EYEBROW RAISED..SHOCKED FACE WITH EXPLODING HEAD
1F930         ; Not_XID                        # 9.0        PREGNANT WOMAN
1F931..1F932  ; Not_XID                        # 10.0   [2] BREAST-FEEDING..PALMS UP TOGETHER
1F933..1F93E  ; Not_XID                        # 9.0   [12] SELFIE..HANDBALL
1F93F         ; Not_XID                        # 12.0       DIVING MASK
1F940..1F94B  ; Not_XID                        # 9.0   [12] WILTED FLOWER..MARTIAL ARTS UNIFORM
1F94C         ; Not_XID                        # 10.0       CURLING STONE
1F94D..1F94F  ; Not_XID                        # 11.0   [3] LACROSSE STICK AND BALL..FLYING DISC
1F950..1F95E  ; Not_XID                        # 9.0   [15] CROISSANT..PANCAKES
1F95F..1F96B  ; Not_XID                        # 10.0  [13] DUMPLING..CANNED FOOD
1F96C..1F970  ; Not_XID                        # 11.0   [5] LEAFY GREEN..SMILING FACE WITH SMILING EYES AND THREE HEARTS
1F971         ; Not_XID                        # 12.0       YAWNING FACE
1F972         ; Not_XID                        # 13.0       SMILING FACE WITH TEAR
1F973..1F976  ; Not_XID                        # 11.0   [4] FACE WITH PARTY HORN AND PARTY HAT..FREEZING FACE
1F977..1F978  ; Not_XID                        # 13.0   [2] NINJA..DISGUISED FACE
1F979         ; Not_XID                        # 14.0       FACE HOLDING BACK TEARS
1F97A         ; Not_XID                        # 11.0       FACE WITH PLEADING EYES
1F97B         ; Not_XID                        # 12.0       SARI
1F97C..1F97F  ; Not_XID                        # 11.0   [4] LAB COAT..FLAT SHOE
1F980..1F984  ; Not_XID                        # 8.0    [5] CRAB..UNICORN FACE
1F985..1F991  ; Not_XID                        # 9.0   [13] EAGLE..SQUID
1F992..1F997  ; Not_XID                        # 10.0   [6] GIRAFFE FACE..CRICKET
1F998..1F9A2  ; Not_XID                        # 11.0  [11] KANGAROO..SWAN
1F9A3..1F9A4  ; Not_XID                        # 13.0   [2] MAMMOTH..DODO
1F9A5..1F9AA  ; Not_XID                        # 12.0   [6] SLOTH..OYSTER
1F9AB..1F9AD  ; Not_XID                        # 13.0   [3] BEAVER..SEAL
1F9AE..1F9AF  ; Not_XID                        # 12.0   [2] GUIDE DOG..PROBING CANE
1F9B0..1F9B9  ; Not_XID                        # 11.0  [10] EMOJI COMPONENT RED HAIR..SUPERVILLAIN
1F9BA..1F9BF  ; Not_XID                        # 12.0   [6] SAFETY VEST..MECHANICAL LEG
1F9C0         ; Not_XID                        # 8.0        CHEESE WEDGE
1F9C1..1F9C2  ; Not_XID                        # 11.0   [2] CUPCAKE..SALT SHAKER
1F9C3..1F9CA  ; Not_XID                        # 12.0   [8] BEVERAGE BOX..ICE CUBE
1F9CB         ; Not_XID                        # 13.0       BUBBLE TEA
1F9CC         ; Not_XID                        # 14.0       TROLL
1F9CD..1F9CF  ; Not_XID                        # 12.0   [3] STANDING PERSON..DEAF PERSON
1F9D0..1F9E6  ; Not_XID                        # 10.0  [23] FACE WITH MONOCLE..SOCKS
1F9E7..1F9FF  ; Not_XID                        # 11.0  [25] RED GIFT ENVELOPE..NAZAR AMULET
1FA00..1FA53  ; Not_XID                        # 12.0  [84] NEUTRAL CHESS KING..BLACK CHESS KNIGHT-BISHOP
1FA54..1FA57  ; Not_XID                        # 17.0   [4] WHITE CHESS FERZ..BLACK CHESS ALFIL
1FA60..1FA6D  ; Not_XID                        # 11.0  [14] XIANGQI RED GENERAL..XIANGQI BLACK SOLDIER
1FA70..1FA73  ; Not_XID                        # 12.0   [4] BALLET SHOES..SHORTS
1FA74         ; Not_XID                        # 13.0       THONG SANDAL
1FA75..1FA77  ; Not_XID                        # 15.0   [3] LIGHT BLUE HEART..PINK HEART
1FA78..1FA7A  ; Not_XID                        # 12.0   [3] DROP OF BLOOD..STETHOSCOPE
1FA7B..1FA7C  ; Not_XID                        # 14.0   [2] X-RAY..CRUTCH
1FA80..1FA82  ; Not_XID                        # 12.0   [3] YO-YO..PARACHUTE
1FA83..1FA86  ; Not_XID                        # 13.0   [4] BOOMERANG..NESTING DOLLS
1FA87..1FA88  ; Not_XID                        # 15.0   [2] MARACAS..FLUTE
1FA89         ; Not_XID                        # 16.0       HARP
1FA8A         ; Not_XID                        # 17.0       TROMBONE
1FA8E         ; Not_XID                        # 17.0       TREASURE CHEST
1FA8F         ; Not_XID                        # 16.0       SHOVEL
1FA90..1FA95  ; Not_XID                        # 12.0   [6] RINGED PLANET..BANJO
1FA96..1FAA8  ; Not_XID                        # 13.0  [19] MILITARY HELMET..ROCK
1FAA9..1FAAC  ; Not_XID                        # 14.0   [4] MIRROR BALL..HAMSA
1FAAD..1FAAF  ; Not_XID                        # 15.0   [3] FOLDING HAND FAN..KHANDA
1FAB0..1FAB6  ; Not_XID                        # 13.0   [7] FLY..FEATHER
1FAB7..1FABA  ; Not_XID                        # 14.0   [4] LOTUS..NEST WITH EGGS
1FABB..1FABD  ; Not_XID                        # 15.0   [3] HYACINTH..WING
1FABE         ; Not_XID                        # 16.0       LEAFLESS TREE
1FABF         ; Not_XID                        # 15.0       GOOSE
1FAC0..1FAC2  ; Not_XID                        # 13.0   [3] ANATOMICAL HEART..PEOPLE HUGGING
1FAC3..1FAC5  ; Not_XID                        # 14.0   [3] PREGNANT MAN..PERSON WITH CROWN
1FAC6         ; Not_XID                        # 16.0       FINGERPRINT
1FAC8         ; Not_XID                        # 17.0       HAIRY CREATURE
1FACD         ; Not_XID                        # 17.0       ORCA
1FACE..1FACF  ; Not_XID                        # 15.0   [2] MOOSE..DONKEY
1FAD0..1FAD6  ; Not_XID                        # 13.0   [7] BLUEBERRIES..TEAPOT
1FAD7..1FAD9  ; Not_XID                        # 14.0   [3] POURING LIQUID..JAR
1FADA..1FADB  ; Not_XID                        # 15.0   [2] GINGER ROOT..PEA POD
1FADC         ; Not_XID                        # 16.0       ROOT VEGETABLE
1FADF         ; Not_XID                        # 16.0       SPLATTER
1FAE0..1FAE7  ; Not_XID                        # 14.0   [8] MELTING FACE..BUBBLES
1FAE8         ; Not_XID                        # 15.0       SHAKING FACE
1FAE9         ; Not_XID                        # 16.0       FACE WITH BAGS UNDER EYES
1FAEA         ; Not_XID                        # 17.0       DISTORTED FACE
1FAEF         ; Not_XID                        # 17.0       FIGHT CLOUD
1FAF0..1FAF6  ; Not_XID                        # 14.0   [7] HAND WITH INDEX FINGER AND THUMB CROSSED..HEART HANDS
1FAF7..1FAF8  ; Not_XID                        # 15.0   [2] LEFTWARDS PUSHING HAND..RIGHTWARDS PUSHING HAND
1FB00..1FB92  ; Not_XID                        # 13.0 [147] BLOCK SEXTANT-1..UPPER HALF INVERSE MEDIUM SHADE AND LOWER HALF BLOCK
1FB94..1FBCA  ; Not_XID                        # 13.0  [55] LEFT HALF INVERSE MEDIUM SHADE AND RIGHT HALF BLOCK..WHITE UP-POINTING CHEVRON
1FBCB..1FBEF  ; Not_XID                        # 16.0  [37] WHITE CROSS MARK..TOP LEFT JUSTIFIED LOWER RIGHT QUARTER BLACK CIRCLE
1FBFA         ; Not_XID                        # 17.0       ALARM BELL SYMBOL

# Total code points: 6487

#	Identifier_Type:	Not_NFKC

00A0          ; Not_NFKC                       # 1.1        NO-BREAK SPACE
00A8          ; Not_NFKC                       # 1.1        DIAERESIS
00AA          ; Not_NFKC                       # 1.1        FEMININE ORDINAL INDICATOR
00AF          ; Not_NFKC                       # 1.1        MACRON
00B2..00B5    ; Not_NFKC                       # 1.1    [4] SUPERSCRIPT TWO..MICRO SIGN
00B8..00BA    ; Not_NFKC                       # 1.1    [3] CEDILLA..MASCULINE ORDINAL INDICATOR
00BC..00BE    ; Not_NFKC                       # 1.1    [3] VULGAR FRACTION ONE QUARTER..VULGAR FRACTION THREE QUARTERS
0132..0133    ; Not_NFKC                       # 1.1    [2] LATIN CAPITAL LIGATURE IJ..LATIN SMALL LIGATURE IJ
013F..0140    ; Not_NFKC                       # 1.1    [2] LATIN CAPITAL LETTER L WITH MIDDLE DOT..LATIN SMALL LETTER L WITH MIDDLE DOT
017F          ; Not_NFKC                       # 1.1        LATIN SMALL LETTER LONG S
01C4..01CC    ; Not_NFKC                       # 1.1    [9] LATIN CAPITAL LETTER DZ WITH CARON..LATIN SMALL LETTER NJ
01F1..01F3    ; Not_NFKC                       # 1.1    [3] LATIN CAPITAL LETTER DZ..LATIN SMALL LETTER DZ
02B0..02B8    ; Not_NFKC                       # 1.1    [9] MODIFIER LETTER SMALL H..MODIFIER LETTER SMALL Y
02D8..02DD    ; Not_NFKC                       # 1.1    [6] BREVE..DOUBLE ACUTE ACCENT
02E0..02E4    ; Not_NFKC                       # 1.1    [5] MODIFIER LETTER SMALL GAMMA..MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
0340..0341    ; Not_NFKC                       # 1.1    [2] COMBINING GRAVE TONE MARK..COMBINING ACUTE TONE MARK
0343..0344    ; Not_NFKC                       # 1.1    [2] COMBINING GREEK KORONIS..COMBINING GREEK DIALYTIKA TONOS
0374          ; Not_NFKC                       # 1.1        GREEK NUMERAL SIGN
037A          ; Not_NFKC                       # 1.1        GREEK YPOGEGRAMMENI
037E          ; Not_NFKC                       # 1.1        GREEK QUESTION MARK
0384..0385    ; Not_NFKC                       # 1.1    [2] GREEK TONOS..GREEK DIALYTIKA TONOS
0387          ; Not_NFKC                       # 1.1        GREEK ANO TELEIA
03D0..03D6    ; Not_NFKC                       # 1.1    [7] GREEK BETA SYMBOL..GREEK PI SYMBOL
03F0..03F2    ; Not_NFKC                       # 1.1    [3] GREEK KAPPA SYMBOL..GREEK LUNATE SIGMA SYMBOL
03F4..03F5    ; Not_NFKC                       # 3.1    [2] GREEK CAPITAL THETA SYMBOL..GREEK LUNATE EPSILON SYMBOL
03F9          ; Not_NFKC                       # 4.0        GREEK CAPITAL LUNATE SIGMA SYMBOL
0587          ; Not_NFKC                       # 1.1        ARMENIAN SMALL LIGATURE ECH YIWN
0675..0678    ; Not_NFKC                       # 1.1    [4] ARABIC LETTER HIGH HAMZA ALEF..ARABIC LETTER HIGH HAMZA YEH
0958..095F    ; Not_NFKC                       # 1.1    [8] DEVANAGARI LETTER QA..DEVANAGARI LETTER YYA
09DC..09DD    ; Not_NFKC                       # 1.1    [2] BENGALI LETTER RRA..BENGALI LETTER RHA
09DF          ; Not_NFKC                       # 1.1        BENGALI LETTER YYA
0A33          ; Not_NFKC                       # 1.1        GURMUKHI LETTER LLA
0A36          ; Not_NFKC                       # 1.1        GURMUKHI LETTER SHA
0A59..0A5B    ; Not_NFKC                       # 1.1    [3] GURMUKHI LETTER KHHA..GURMUKHI LETTER ZA
0A5E          ; Not_NFKC                       # 1.1        GURMUKHI LETTER FA
0B5C..0B5D    ; Not_NFKC                       # 1.1    [2] ORIYA LETTER RRA..ORIYA LETTER RHA
0E33          ; Not_NFKC                       # 1.1        THAI CHARACTER SARA AM
0EB3          ; Not_NFKC                       # 1.1        LAO VOWEL SIGN AM
0EDC..0EDD    ; Not_NFKC                       # 1.1    [2] LAO HO NO..LAO HO MO
0F0C          ; Not_NFKC                       # 2.0        TIBETAN MARK DELIMITER TSHEG BSTAR
0F43          ; Not_NFKC                       # 2.0        TIBETAN LETTER GHA
0F4D          ; Not_NFKC                       # 2.0        TIBETAN LETTER DDHA
0F52          ; Not_NFKC                       # 2.0        TIBETAN LETTER DHA
0F57          ; Not_NFKC                       # 2.0        TIBETAN LETTER BHA
0F5C          ; Not_NFKC                       # 2.0        TIBETAN LETTER DZHA
0F69          ; Not_NFKC                       # 2.0        TIBETAN LETTER KSSA
0F73          ; Not_NFKC                       # 2.0        TIBETAN VOWEL SIGN II
0F75..0F76    ; Not_NFKC                       # 2.0    [2] TIBETAN VOWEL SIGN UU..TIBETAN VOWEL SIGN VOCALIC R
0F78          ; Not_NFKC                       # 2.0        TIBETAN VOWEL SIGN VOCALIC L
0F81          ; Not_NFKC                       # 2.0        TIBETAN VOWEL SIGN REVERSED II
0F93          ; Not_NFKC                       # 2.0        TIBETAN SUBJOINED LETTER GHA
0F9D          ; Not_NFKC                       # 2.0        TIBETAN SUBJOINED LETTER DDHA
0FA2          ; Not_NFKC                       # 2.0        TIBETAN SUBJOINED LETTER DHA
0FA7          ; Not_NFKC                       # 2.0        TIBETAN SUBJOINED LETTER BHA
0FAC          ; Not_NFKC                       # 2.0        TIBETAN SUBJOINED LETTER DZHA
0FB9          ; Not_NFKC                       # 2.0        TIBETAN SUBJOINED LETTER KSSA
10FC          ; Not_NFKC                       # 4.1        MODIFIER LETTER GEORGIAN NAR
1D2C..1D2E    ; Not_NFKC                       # 4.0    [3] MODIFIER LETTER CAPITAL A..MODIFIER LETTER CAPITAL B
1D30..1D3A    ; Not_NFKC                       # 4.0   [11] MODIFIER LETTER CAPITAL D..MODIFIER LETTER CAPITAL N
1D3C..1D4D    ; Not_NFKC                       # 4.0   [18] MODIFIER LETTER CAPITAL O..MODIFIER LETTER SMALL G
1D4F..1D6A    ; Not_NFKC                       # 4.0   [28] MODIFIER LETTER SMALL K..GREEK SUBSCRIPT SMALL LETTER CHI
1D78          ; Not_NFKC                       # 4.1        MODIFIER LETTER CYRILLIC EN
1D9B..1DBF    ; Not_NFKC                       # 4.1   [37] MODIFIER LETTER SMALL TURNED ALPHA..MODIFIER LETTER SMALL THETA
1E9A          ; Not_NFKC                       # 1.1        LATIN SMALL LETTER A WITH RIGHT HALF RING
1E9B          ; Not_NFKC                       # 2.0        LATIN SMALL LETTER LONG S WITH DOT ABOVE
1F71          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER ALPHA WITH OXIA
1F73          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER EPSILON WITH OXIA
1F75          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER ETA WITH OXIA
1F77          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER IOTA WITH OXIA
1F79          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER OMICRON WITH OXIA
1F7B          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER UPSILON WITH OXIA
1F7D          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER OMEGA WITH OXIA
1FBB          ; Not_NFKC                       # 1.1        GREEK CAPITAL LETTER ALPHA WITH OXIA
1FBD..1FC1    ; Not_NFKC                       # 1.1    [5] GREEK KORONIS..GREEK DIALYTIKA AND PERISPOMENI
1FC9          ; Not_NFKC                       # 1.1        GREEK CAPITAL LETTER EPSILON WITH OXIA
1FCB          ; Not_NFKC                       # 1.1        GREEK CAPITAL LETTER ETA WITH OXIA
1FCD..1FCF    ; Not_NFKC                       # 1.1    [3] GREEK PSILI AND VARIA..GREEK PSILI AND PERISPOMENI
1FD3          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA
1FDB          ; Not_NFKC                       # 1.1        GREEK CAPITAL LETTER IOTA WITH OXIA
1FDD..1FDF    ; Not_NFKC                       # 1.1    [3] GREEK DASIA AND VARIA..GREEK DASIA AND PERISPOMENI
1FE3          ; Not_NFKC                       # 1.1        GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND OXIA
1FEB          ; Not_NFKC                       # 1.1        GREEK CAPITAL LETTER UPSILON WITH OXIA
1FED..1FEF    ; Not_NFKC                       # 1.1    [3] GREEK DIALYTIKA AND VARIA..GREEK VARIA
1FF9          ; Not_NFKC                       # 1.1        GREEK CAPITAL LETTER OMICRON WITH OXIA
1FFB          ; Not_NFKC                       # 1.1        GREEK CAPITAL LETTER OMEGA WITH OXIA
1FFD..1FFE    ; Not_NFKC                       # 1.1    [2] GREEK OXIA..GREEK DASIA
2000..200A    ; Not_NFKC                       # 1.1   [11] EN QUAD..HAIR SPACE
2011          ; Not_NFKC                       # 1.1        NON-BREAKING HYPHEN
2017          ; Not_NFKC                       # 1.1        DOUBLE LOW LINE
2024..2026    ; Not_NFKC                       # 1.1    [3] ONE DOT LEADER..HORIZONTAL ELLIPSIS
202F          ; Not_NFKC                       # 3.0        NARROW NO-BREAK SPACE
2033..2034    ; Not_NFKC                       # 1.1    [2] DOUBLE PRIME..TRIPLE PRIME
2036..2037    ; Not_NFKC                       # 1.1    [2] REVERSED DOUBLE PRIME..REVERSED TRIPLE PRIME
203C          ; Not_NFKC                       # 1.1        DOUBLE EXCLAMATION MARK
203E          ; Not_NFKC                       # 1.1        OVERLINE
2047          ; Not_NFKC                       # 3.2        DOUBLE QUESTION MARK
2048..2049    ; Not_NFKC                       # 3.0    [2] QUESTION EXCLAMATION MARK..EXCLAMATION QUESTION MARK
2057          ; Not_NFKC                       # 3.2        QUADRUPLE PRIME
205F          ; Not_NFKC                       # 3.2        MEDIUM MATHEMATICAL SPACE
2070          ; Not_NFKC                       # 1.1        SUPERSCRIPT ZERO
2071          ; Not_NFKC                       # 3.2        SUPERSCRIPT LATIN SMALL LETTER I
2074..208E    ; Not_NFKC                       # 1.1   [27] SUPERSCRIPT FOUR..SUBSCRIPT RIGHT PARENTHESIS
2090..2094    ; Not_NFKC                       # 4.1    [5] LATIN SUBSCRIPT SMALL LETTER A..LATIN SUBSCRIPT SMALL LETTER SCHWA
2095..209C    ; Not_NFKC                       # 6.0    [8] LATIN SUBSCRIPT SMALL LETTER H..LATIN SUBSCRIPT SMALL LETTER T
20A8          ; Not_NFKC                       # 1.1        RUPEE SIGN
2100..2103    ; Not_NFKC                       # 1.1    [4] ACCOUNT OF..DEGREE CELSIUS
2105..2107    ; Not_NFKC                       # 1.1    [3] CARE OF..EULER CONSTANT
2109..2113    ; Not_NFKC                       # 1.1   [11] DEGREE FAHRENHEIT..SCRIPT SMALL L
2115..2116    ; Not_NFKC                       # 1.1    [2] DOUBLE-STRUCK CAPITAL N..NUMERO SIGN
2119..211D    ; Not_NFKC                       # 1.1    [5] DOUBLE-STRUCK CAPITAL P..DOUBLE-STRUCK CAPITAL R
2120..2122    ; Not_NFKC                       # 1.1    [3] SERVICE MARK..TRADE MARK SIGN
